	comment_text	likes
630	iPhone 10. If you're going to use numerals for your prior devices numerals it is. Now if they had revealed the iPhone VIII and iPhone VIII+, then I would use X as in x-ray. Either way, I won't be going to a phone that only allows facials for biometrics.	0
631	This looks cool enough, but i prefer the older style of iphones more, so i'll probably stick to iphone 8	0
632	Does it come up with preloaded 4k porn??	0
633	Gonna buy the iphone X *ASAP* ! It got animated emojis guys like wtf you want more ?	0
634	Did the idea of having a  microsd never crossed apples mind??!? And why isn't there a headphones jack !!!!face Id is nice but why remove the touch Id!????	0
635	I don't get it. Since it has 3D Touch, why didn't Apple incorporate a hard press at the bottom of the screen to go home? Swipe seems less intuitive.	0
636	Why dont TMobile sell google phones? Ive seen them get the best ratings for cameras etc but why arent they more mainstream?	0
637	as a left handed iPhone user, I´m wondering, if you can go to the Control Center by swiping from the left top corner, too? :/	0
638	*I think the iPhoneX is beautiful, can't wait to get my hands on one. Also interested to see what case companies do for iPhoneX phone cases. 🤔*	0
639	Literally looks like a bad version of the s8 mixed in with some bad Chinese Android knockoffs.	0
640	New phones rolling out every year with minor design changes to keep hype going and getting more expensive. Over-marketing strategy.	0
641	How will face id help chinese unlock the fone, they all look the same😂😝	0
642	This is a really nice phone but the price makes it hard to justify against something like the Galaxy S8 or Essential phone	0
643	If you drop these phones, you're lucky if both glass panels don't shatter simultaneously...screen and back. But iPhone buyers have enough money anyway...so it hits no beggars. lol	0
644	Hmm can't say I'm too into the look of this phone... I think I'm gonna go with the LG V30 this year.	0
645	hahhaha you fool...ass hole ...there is nothing new	0
646	Eehhhhhhh, its a disappointment. The s8 and note 8 are miles ahead.	0
647	Is it just me or does the iPhone X frame look chunkier compared to the S8+?	0
648	Beautiful design but if I'm going for anything, it will be keeping my 6s and getting the Apple Watch with cellular	0
649	People complaining about the notch are imbeciles. How else were they supposed to go full screen and still fit the speaker grille, sensors & front camera in there? iPhone X is gorgeous, imo.	0
650	they took gesture tech from blackberry 10 phones. BB was really good. Missing it.	0
651	Really ? You don't have any complaints right off the bat? That's kinda sad, I saw you as a reliable source of information.	0
652	I will not be wearing a case with iPhone X	0
653	I was really curious about that iPhone 9 thing too. Apparently it's the iPhone X because it's the ten year anniversary	0
654	Hats off for the owners of Apple for all the money they are going to make with their new overpriced gadgets.	0
655	*Does anyone thinks this is a complete waste of money?*	0
656	There are some A holes that judging something they can’t afford stupid kids down there	0
657	samsung alredy have all these new features	0
658	Intro sounds like it belongs in Splatoon. :P	0
659	Dumbest phone, just buy the any iphone since the 6. They are all basically the same thing.	0
660	When are they gonna be on sell ??	0
661	Do they have to pay some sort of fee to touch and use the phones??	0
662	I have Apple products but I can’t justify paying $1,000 for this phone. Seems like they need to bring in people who are more inventive.	0
663	My galaxy S8 is still better. Switching to android from Apple has been my best decision this year.	0
664	Dont you dare call it iphone x, accidentally says iphone x 😂😂	0
665	It's cool but not a 1000 bucks cool	0
666	How do you turn the phone off if holding down the button activates Siri?	0
667	Does this thing know how to suck a dick?	0
668	EVERYONE holds their phone by the sides....WHY THE FUCK is the power button on the side instead of the top to prevent accidental pressing and having to unlock the phone AGAIN!?!?!?!   (super major gripe with every phone out there....designers are morons)	0
669	I worry about certain games that require you to swipe up from the bottom of the screen to play and that might constantly trigger the back to home screen function.	0
670	yay i can afford a 4s now	0
671	the iPhone 8... skips to 10...\nWindows 8... also skips to 10...\n;)	0
672	Hell man I'm tripping on a 1000 bucks really	0
673	I prefer iPhone 8 over 10, ‘cause iPhone 10 looks like one of those android phones with a similar design. iPhone 8 looks more of a iPhone instead of 10.	1
674	How do you power it off if the power button is now a Siri button?	1
675	Finally i will be able to buy iPhone SE	1
676	Everyone just getting all their new Apple stuff while i still cant afford the actual fruit smh -_-	1
677	If you forget the gimmicky bezeless front, the iPhone X is lowkey trash	0
678	its my birthday today	0
679	Dude!	0
680	iPhone 10... of COURSE...	0
681	lmao gay af.	0
682	£1000 lol	0
683	Nice!	1
684	How would you screenshot?	1
685	Yay! Another stupidly overpriced iPhone!	0
686	little disappointed...	0
687	copying samsung	1
688	S8+ > iPhone x	0
689	Close to 5M subs hype	0
690	That notch looks horribly ugly, and those gestures will go sooo wrong...	0
691	iPhone Xpensive	0
692	Lol 😂	0
693	Remember Palm Pre yeahhh.	0
694	👍	0
695	How you screenshot then	0
696	AMAZING!	0
697	lol my nvidia shield can handle HDR & 4k since years	0
698	Great review!	0
699	Looks fucking beautiful.	0
700	Thanks for watching today :) This had my heart pounding. Please share today with some friends and family.	1
701	I love you	0
702	Titanium Teeth ! Ok that is overkill	0
703	At Band Camp 😂	0
704	Please rlp zzzzz	0
705	PLZ SUB TO ME!	0
706	He doesn't bite	0
707	that must hert	0
708	Can you get more hoodies plzzzzzzs	0
709	Zombie\n))# -™ is the	0
710	awesome vlog	0
711	the shape of the hats suck	0
712	j̴̢̨̢̧̡̢̡̧̨̨̨̢̨̨̨̡̨̨̡̡̨̛̛̛̛̛̛̛̛̘̖̮̰̗̟̖͍͖͕̺̯̘̻̦͈̩̜͎̦͖̥̠͕̰̝̳̩̥̣̳̳̬̮͈̖̼̘̟͖͍̫̱͈̳͇͚̹̲̫̭͓̩̱͙̲̞̞̘̪̣̜̮̥̫̯̻̲̝̣͈̺̳͚̳̭͇͎̱̦̯̤̤͎̖̘͚̭̣͓͔̗̥̻̜̙̞̝͈̪̞̜̰̺͍̱̮̱̱̞̯̤͓̦͖̗̘͔͍̳͔̣̜̙̬̻̱̱̘̺̖͖̬̣̬̲̥͖̣̟̲͇̞̜͚͚̖̻̭͓̥͖͈̘͔̥͕̱̤̳̭̙̞̹͇̗̖̞͎͈̬͔̰̠͈̖̥̯͕̰̮̜̞̬̹̭̫̥͖̳̭̙͖̰̙̣̮̟̬̤̫̦͔̺̭̯̟͓͓̃̓̄̈́́͒̏̇̔̇̏̀̓͊͊̔̀̈́̓͗̒̆̅̄͛̍́͐͐̅́̃̒͗̈́̊͂͂̅̃̂̈́͌̈̑͆̂̊̇̈́̆̋͐́̑̀̂͂͗̍̂̽̾̈́̏̀̀̉̐̓̂̄͋̈́̃̅̊͊̀̉͐́̀̈́͒̋̅̎̓͐̔̀͆̇̂̈́̈̽́̀́̌̄̌͐͗͒̅͆̄̆̅̉͂͌̀̈́́̍͋̀̈́͗̀͛̓̄̅͊̑̍̑̌̅̆̑̄͑̐̇͂͗̌͂͋̏̊̍̆̅̈́̍͆͐̆̾̄̕̕̕̕̚̕͘͘̚̕̚͘̚͘̕͘̚̚͜͜͜͜͝͝͠͝͠͝͝͝͝͝͝͠͝͠͠͝͝͝͠͠͝͝ͅͅͅj̷̢̢̢̢̨̨̡̢̡̨̡̨̡̡̨̨̧̧̧̧̧̛̛̘͔͓̯͇̹̠̰̺̗͚̭̫̲̜̖̭̖͍͍̘̖̞͍̜͚̘̠͙̺͇̬̙͉̭͚̥̗̜̜̺̫͔̖͇̬̞̱͎̼̫͍̝͈̟̭̺̭͎̠͎͖͎̲̤͉̪̠͎͇̰̙̹̬̳̫̗̟̦͕̩̦̩͙̙̝̟̼̞̝̝̼͈̼̝̗̟̺͓͓̣̘̼̘̼̦̯̻̲͔̞̪̩͖̖͓̤̪̝̣̯̩̠̫͖̬̤̝̳̯̣̳̟̫̳̼̖͍͈̪̤̗͕̫͈̦̞̙̪͈̗̖̞̺͎͈̗̻͚̱͓̺͓͖͍̩̟̩̪̥̻̼̮͈̠̬̟̘̞̦̺̤͍̲͇͇̪̘̞͓͙̞̗̖̮̫̘̜̩̭̼̥̪̜̹͖͔̠̦͈̯͗̑̀͒̍͂̿̃̊̈́͌̐̽̀̋̃̈̃͛͛͊́̂̂̆͂̆̊̾̀̎̊͂̑̾̉̾̽̎͗̔͒̈́̊̍̿̎̿͛̀͆̊̈̃̈́͒́̈́̈́̈́͑̀̋̈́̂͂̽̓̃̈̎̽͗͗̓̈́̎͛̀̋̽͒͛̏͌̀͊̋́̊̐̉̓̒̽̑̊͆͛̎͊͋͒̐̇̐̐̄͒̋̂̔͐͊͆͑̅͊̂̍̊̓̈̾̽̇̄͋͂̒͋͛̓̓̀̒͑̔̇͋̈́́͋͒̅̿̽͗͆̐̍̈̋̿̿̓͊̊̉̑͆̑̄͌̿̐̿̇̑͆͆͛͋̊̾̌͘̕͘̕̕̕̕̕̚̕̕͘̚̚̕͘̚̚̚͜͜͜͜͜͜͠͝͝͝͝͝͝͠͝͝͠͠͠͠͝͝͝͠͝ͅͅͅͅͅͅȧ̴̧̨̢̧̡̧̢̛̛͔̖̖̩̺͍̙͈̻̻̦̟̭̰̲̥̭͈͉̼͇̮̮̦͚̺͖̙͕̫̻̺̭͓̗̺̣̣̗͙̲̮͓͔̬̗̫̞̮̳̮͎̲͕̰͍̼̞͎͇̩̣͈̰̣̦̪̩̮̯̞̞̺͖͍̤̠̣͎̻̊͒̍͌̉̿̀͊͛̆̽́̔̓͆̋̐͐̃̆̍̿́͋̈́̉̿̆̈͂̉͗̍͋̄͌̇̑͛͛͛̊̉̈́͒͌̅̓̈́͂͂̿͂͒̐̽̔̈́̈͊̏͘̚͘͘͜͜͜͠ͅͅc̷̡̧̡̢̢̡̧̨̡̧̧̢̨̡̧̨̡̢̧̡̧̡̢̡̡̧̨̡̢̨̧̨̛̛̛̛̛̛̛̛̺͇̠͚̬̮͖̩̰̺̭̦͔͚̟̲̬̪̭̥͈̜͓̣͙̹̙̤̻̝̣̬̞̹̤͖̘̞̝̭̰̣͕̦̤͖̲̲͈͈̯͚̠͇͕͚̺̤̣̹̩̟͖͍͓̗̳͍̲͚̜̣̳̫̼̮͚͖͚̯̩̠̜̪̺̬̟̻̩̹̜̗̯̦̭̠̹̭͇̪̪͚̫̲͇̱̺͍̙̠̠̲͉͚̫̥̻̩̥̯͙̯͓̗̻̱̬̳̪̖̭̠̻͓͔̖̰̲̼̭̳̭̯̯̤͉̹̼͇̤̼̘̝̘̪̙̙͎͈̹̹̝̭̺̱̟̩̟̞̖̱̗̩̩̣̥̙̪̝̜̫͚̞̫̰͖̠̖̞͔͔̬̜̦̬̞͖̼̦̮̺̰̦͙̗̣̱̣̭̓͗̽͐̍͗̈̌͒̇͌͊̈́̊̄̿̐̍̓̿̉̀̽͒͗͊̇͐͆̃͋͌̍̍̇̿̒͂̀̋́͆̒̏̆̇͌͗̎̓͛̅͌͊̈̃̈́͗̃̄̈̇̂̽͑̋́̒́̿̎̂́͒̋̈́̌͂̒̒̾̈́̏̓̍͋̈́̀͋̐̓̄̊̅͒͂̈́̍͐̄̑̂͌̈́̒̑͌͊̌̓̉͌̎̌̈́̊͑̈̓͋̈́͆͂̔̓̏̽̅͒̾͒̓́̋͑͆̍̈̀̎́́̈́̊͗̇͐́̒̓̅͛͐̾̏̍͘̕̚̕̕̚͘̚̚̕͘͘̚͘̕̚̕͜͜͜͜͠͝͠͝͠͠͝͝͝͝͝͝͠͝͝ͅͅǫ̶̨̨̨̢̨̢̡̡̧̨̢̡̡̨̨̢̧̧̡̢̛̘̭͇͇̬̜̱̺̜͔͔̱̻̝̖̲̫̮͈͔͔̲͔̝͕͔̠͙̻̩̖̹̞̱̤̤̰͚̩̞̻͉̘͖̤͉̠̩̜̺͍̭̲̯̦̭̹̮̺͙̪̜̩̩̯̖̯̼̖̣̪̻̮͇̞͚̥̣̣̬̟͓̭̭̹̳͇̠͈͓̝̤̬͇̫͖̠̠̬̻̞̺͖̮͙̗̻̟͖̳͈̩͖̙͚͇̰̰̠͎̩̠̪̹̻̼̠̘̰̭̭̣̗͙͓̗͓͉͍̘̺̗̹̘̪̭̖͓̘̙̫̱͚͖̗͓̣̦̫͍̣͉̩͙̜̫̥̲̗̪̦̠̥͇̦͙̜̖̩̼͔̹̱̹̹̳͇̘̤̪̼̻̻̘̥̩̦̙̫̭̖̥̼̼̳̮̻̾̎̊͂͗̆̃̆̽͜͜͜͜͜͜ͅͅͅͅͅb̶̛̛̛̛̛̛̬̤̟̗͊͂̃̔͐̄̔̊̆̂͌͑̃̆̔͆̐̏̇́͐̒͐̓̉̓͋͗̀͛̀̌̌̎̈́̅̇̐̂̀̆̈̈̐͂̑͌̋͒̾̓̂̓̔̑̋͊͐̿́̃̄͆̍̋̍̿̀̑̾̈́̿̂̌͑͊̄̐͆͛͂̋͂̓̓͛̊̏͛͋͒͂̏͑̋̓̍̓͐̀̇̌̌̈́̆̿͗͐̊̈́̓̓̍͂̊̿͆̽̾̆̈́̍̽́͛́̌̎̊͂͊̍͛͑̎̊̍̋͋͊̈́͆̈́͑̍̆̈́̃̐̊̐̈́̀͗̒̎̅̃̂͒̈̌̈̄͗̊͂̌̍̓́̿̆̆͆́̆̅͊̾̄͗̆͊́͋͂̅́̀̓̄͘̕͘̕̚͘̕͘͘͘͘̕̕͘͘̕̚͘̕͠͝͝͝͝͝͝͝͝͝͝͝͠͝͝͠͠͠	0
713	Flash vs terminator dog	0
714	roman do ty die hats	0
715	hi	0
716	Why is this douchebag trending?	0
717	This guy has two Jeoffries!	0
718	Country's breathing lol	0
719	Sub to me!!!!!	0
720	She has Britts hair colour I reckon	0
721	Countries breathing is super hard lol	0
722	Teach Cora how to suck decks from now	0
723	Why the bus nooooooooo	0
724	Where's Flash???	0
725	WHO LET THE DOGS OUT  WOF WOF WOF WOF WOF       hahaha	0
726	Sold out already:(	0
727	Roman make tye-dye hats	0
728	👈 watch by clicking the icon you can see People's are entertaining	1
729	Love it! I've never thought as Roman hot, but I'm digging the white hat on him. He looks hot! Lolol now is Country single? ☺️	0
730	This demo derby is gonna be dope, how do we get to see?	0
731	May,I get a hody small	0
732	Should have done it with out the suit	0
733	Roman with that coat on u look like u out of ur game smile inc	0
734	Roman iam kind of upset man I went to buy the tie dye hoodie buttttttt you didn't have my size 😔😩😩😡	0
735	You should sell Tie Die hats \nLike if you agree	0
736	Roman, do more videos with your telescope	0
737	That little baby simply warms my heart. The kitties too ^-^ .. and flash and donkey... they're all great!	0
738	Why didn't we see Country!!!	0
739	Why does the dog have titanium teeth	0
740	Ah roman remember that one vlog when you and your brother was playing stadium events  that game is worth $70,000 trade it in	0
741	im not going to lie but those hat look ridiculously awesome \nrainbow section new hats  like next is rainbow	0
742	Still can't work out who gorgeous Cora looks like both boys look like Roman however Cora grows to look like all 3 are seriously beautiful great genes!	0
743	This video is on trending 9	0
744	when are kanes teeth coming in	0
745	I turned 16 today and still watch your video's.	0
746	Both of u look so cute w e white hat😍😍😍😍😍😍\n\nLike if u agree	0
747	I got jabs today at school and my arm is really saw	0
748	This is #9 on trending? YouTube is a joke now that's ran on ads and money	0
749	Police dogs do so much they should be appreciated more. They are so loyal the breeds are typically Malinois and sometimes German shepherds. Malinois are more agile but German shepherds are more powerful. I live shepherds a tad more.	0
750	The reason why you're pool is green is you need to put chlorine in you're pool	0
751	Dont die you have a child😂	0
752	Oh that is scary	0
753	The white hat is so sick!!! Please put it on sale!!!!!!🙏🏻	0
754	Hey Roman, From where I'm from the things that I want to but from Smile more store are expensive. Can you make a sale soon, because I really love the Tie Dye hoodies/shirts before they run out.	0
755	You have cool boys and a adorable baby girl!	0
756	Brit put on her weight	0
757	I am so bombed I can't go on Twitter	0
758	Roman your son eats chicken wings with a fork , get him some help ASAP	0
759	Country breathes really heavy when he holds the camera you can hear it	0
760	So roman you are NOT going to charge anyone to see this movie you are making right	0
761	Why so many police get roman in trouble	0
762	Sub to Xenolied for free smile more merchandise	0
763	I felt that Country wore it better.  And he looked safer.  Roman, you were stick legs with a padded jacket.  Where was your head covering??!!	0
764	Too late roman, brace wilderness already did this.	0
765	thanks so much for inspiring me to make my own channel and vids \nnotifications on and subscribed😄\nlove u xxx	0
766	What are you filming for?	0
767	Look at ME! I'm THIRSTY!!! Lol	0
768	I can't wait til Cora can play with everyone☺️	0
769	I think you should do a tie-dye hat	0
770	How would you have a tan line if your white	0
771	Where's Cora in the profile pic	0
772	You should make rainbow smile more hats	0
773	I will sub back EVERYONE that subs too me and likes this comment! Comment when done!	0
774	is it just or did you hear the guy saying the dog has a high risk of injury and one dude had to get surgery.	0
775	i like the white hat better than the usual one	0
776	OK guys,  not all babies are cute and u know it	0
777	Country should take that bike and ramp down the tower.	0
778	I got a eyedeah for a hat style u can do a rainbow hat with the word smile more logo	0
779	the last part is so cool with noah saying the ending phase with roman	0
780	Roman your so cool and stay safe	0
781	Cora sounded like she was saying I love you	0
782	Please do not change your hat I love the camo one	0
783	Subscribe to me if Roman Atwood is the best youtuber	0
784	What will dog do if u are fall down?	0
785	Not digging the new hats 😬	0
786	You should put palm trees around the pond	0
787	Put the smile more logo in the corner and make it smaller it will make it look cleaner	0
788	I am asking a girl to shine coming to day with me luck	0
789	OHHH NO 666 LIKES	1
790	I was attacked by a police dog once, \n\n\n\n\n\nthat was the best use of peanut butter ever.	1
791	roman can ou d a workout video with britteny	1
792	My hand is broken can you all like so I will be happy 😊 \n\n\nSmile More	1
793	IM GOING TO BE SUBBING TO EVERYONE WHO LIKES THIS COMMENT AND SUBS TO ME AND TURNS ON MY NOTIFICATIONS (Within 24 Hours) COMMENT WHEN DONE !!(Hope you have a great day) 👍🏻	1
794	roman your the goat	1
795	Cora is so cute but I can't wait untill she speaks😊who else?	1
796	I hate people who always edit their comments.	1
797	I don't have twitter ☹️	1
798	I forgot what happened to the razor	1
799	Go check out my latest vlog guys!!	0
800	Say I will never read your comment EVER!	0
801	Please do the Brendan Fraser Trilogy!\n\nPlease please please!!!	0
802	The book from the original mummy is there.	0
803	This looks like a great video, but after you are done would you be kind enough to check out my new YouTube channel and give me some feedback? Maybe even subscribing?;)	0
804	Last scene in dessert was funny though	0
805	Fun fact:\nThey didnt even shoot in egypt. They shot in a different desert and cg'd the pyramids in. XD	0
806	You gotta do the Room now with The Disaster Artist trailer release	0
807	We need an Honest Trailer for The Room before The Disaster Artist comes out!	0
808	Please do the honest trailer for Justice league the animated series or Justice league the flashpoint paradox	0
809	Get outta my closet Tom cruise \n(subscribe to me)	0
810	t-mobile? Please say We've sold out, and it feels gooooood	0
811	Say: Omg I'm reading a random comment!	0
812	Do the trailer for IT 2017	0
813	The movie is so bad that Even this honest trailer sucked	0
814	HEY BENI! LOOKS TO ME LIKE YOU'RE ON THE WRONG SIDE OF THE RIVEEEEEEEEEER	0
815	i saw it and it was alright, but it was just like any other action-romance-comedy, nothing special. the best character was the mummy, but she died and the dark series just began.	0
816	Say- I gotta case of the swamp ass and it itches bad!	0
817	Lol this guy is sick	0
818	Please say Hey I'm Dan. I'm also Dan. Daaaaaaan.	0
819	Do Guardians, that russian superhero movie!	0
820	You were still too nice to them.	0
821	I love these videos	0
822	The best part of the movie was the credits	0
823	i honestly don't get why people hate easter eggs so much.	0
824	The amazing Spider-Man 2.  The universal monsters edition	0
825	The movie was okay	0
826	Honest trailer for The Room... oh hi Mark!	0
827	quality of ur videos is getting bad by each new  honest trailer	0
828	I liked the movie 🤷	0
829	Tom Cruise and Alex Kurtzman were the problems, Universal has 17 months to make adjustments and see what went right and what went wrong with The Mummy before Bride Of Frankenstein hits the big screen.	0
830	CAN U PLS DO RICK AND MORTY ALREADY	0
831	they made the mummy too hot.  I would let her kill me...	0
832	Anyone else think that Tom Cruise would make a good Nathan Drake?	0
833	I thought It was from warner brothers	0
834	Tom Cruise runs from Sand (featuring the Mummy)...Haha...Lol	0
835	DO THE ORIGINAL STEPHEN KING'S IT!!!!!!!!!!!!!! 🤣🤣🤣🤣😃😃😃😃	0
836	Say, Oh please, you're just a baggage handler.	0
837	Hold the Fuvk up, Now Netflix is included	0
838	So disappointing this movie was	0
839	As someone who likes Brandon Fraser Mummy films, this remake had my spider sense going off from the beginning	0
840	The second Russel Crowe went My name is Jekyll... Henry Jekyll! I quit. Screw this movie, the Dank Universe, the acting careers it ruined, and ESPECIALLY screw whatever they were planning on doing with Dracula. \n\n\n\nUnless Dracula Untold was supposed to be in this universe. Screw that movie, too.	0
841	What I find odd is that they chose to use a clip from RKO's Hunchback of Notre Dame to represent the UNIVERSAL Monsters.	0
842	Play say WORLD WAR TWO...\nGERMANY IS BACK...\nAND THIS TIME ITS PERSONAL	0
843	Correction * tom cruise runs from sand AGAIN	0
844	look Screen junkie , I love honest trailer,and I will continue loving it. but recent videos miss something that was done so well in the past:the pauses . I know that you have to keep track with the hype but quantity also require quality . Just,before joking , take a 2-3 seconds of silent ,ok? appreciate if you guys take time to read my comment	0
845	Please do a Honest Trailer for GET OUT! That could be so funny with the movie's controversial topics.	0
846	Please say...I can't think of anything for you to say actually.	0
847	are you ever going to do unfriended been asking for years nowplease do unfriended soon	0
848	Isn't it time for a Wonder Woman honest trailer?	0
849	Look at ME! I'm THIRSTY!!! Lol	0
850	i downloaded and saw The Mummy 2017  in the best quality guys. here's the Iink https://twitter.com/akewdiudri/status/907980087676477442\nyou must see too guys! that was awesome.	0
851	Say, I was gonna read a good comment, but I chose yours instead	0
852	This movie was bad.  I don't say that much	0
853	Say what's up doc?	0
854	now do the Brendan Fraser's Mummy!  please!	0
855	Please say What would you do for a Klondike bar	0
856	Your channel is throwing up 404 error saying this cant be found on this server, when ever I try to share it.	0
857	Dude, it isn't a horror movie.	0
858	Please do American Made. Decent movie👌🏽	1
859	Fun fact: This was actually second attempt to set up the Dark Universe... First one was Dracula Untold (Which was much better movie than Mummy IMO)	1
860	This is why I love Honest Trailers, they are so savage.	1
861	You should do the new movie IT next!!	1
862	Why was this in my recommendations	1
863	Can a remake of IT be considered original?	1
864	Say How do you like dem apples 🍏 🍎 ?	1
865	Say JON SNOW IS THE SONG OF ICE AND FIRE	1
866	Eww sponsored by T-Mobile	0
867	Tom Cruise rapes dead donkeys....just saying.	0
868	do BABY DRIVER	0
869	Do tremors	0
870	Do It 2017!!!!	0
871	Honest Trailer: Jem and the Holograms	0
872	Alien 3 please!	0
873	please say : ameterasu	0
874	Say I'm Piiickleee Riiiiiick!	0
875	Do Van Wilder	0
876	do cars 3	0
877	Do Wonder woman!	0
878	Reenact a star wars movie: say PEW PEW PEW VSSHH VSSHH PEW PEW PEW BOOM	0
879	Please say : omae wa mo shindeiru	0
880	Please say uncle touchy. Prease honest trailer man prease!!!	0
881	Thank you.	0
882	Great Review	0
883	wait, tmobile gives out free netflix?	0
884	STOP IT!	0
885	Do Baby Driver!!!!	0
886	Do It!!!!!!!	0
887	Need wonderwoman honest trailer😓	0
888	Ooh, can you guys do Lifeforce (1985)?!	0
889	Please do the Brandon Fraiser Mummy	0
890	holyshit, Tom Cruise is older than Russel Crowe!	0
891	Plz say Scooby-Dooby-Dooooooooooooooooooooooooooooooooooooooooooooooooooo!	0
892	https://www.youtube.com/edit?o=U&video_id=1kiaU5q5mSc	0
893	Lmao they actually uploaded that trailer??	1
894	Powers to suck you dry xD	1
895	suck you dry 😂😂	1
896	The Dummy	1
897	Say JFK did 911	1
898	Do IT(1990)	1
899	Do Get Out!	1
900	Welcome to Wage Slavery!	1
901	Raph was every 40 year old part time, non-degreed student who still refers to freshmen girls as fresh meat.	1
902	So I used to live right in front of the tour room aka mint condition room. Anyway, the thing is many many parents take a an opportunity to peek and even take pictures of our room when clearly someone is in the room!  Please don't open or peak into other people's room! or even try to open closed room! It is common for us to leave our doors slightly open for other dormmates to come by and say hi to hang out! We don't mind if you are in the hallway, but if you push the door like a creep and take a picture? We have a problem. Also, we know for sure that the tour guys have warned to not open our doors or peak inside because they know 1/50 parents do this and out of many tour guys are our own dormmates.	1
903	Collegehumor remembered their name and made a video about college humor...? It's been too long.	1
904	Honestly I'm three weeks into college and i want to kill myself.	1
905	So you don't have the one kid who is terrified of the  prospect of his impending future and how much his decisions actually mean despite having 18 years of where he was basically along for the ride and constantly thinks about putting a barrel to their head?…	1
906	im watching this at college	0
907	I got accepted into hardboard with an IQ of 43 at the age of 45	0
908	That last bit with the questions is literally me every time I am in class...	0
909	What about the construction of buildings that actually sound cool, but will never be completed until after you finish college.	0
910	The loud, yelly dude in the blue shirt... so spot on. Every day, I just want to kick all of those guys right in the nuts...	0
911	she was so cute omg throw this in the garbage xD 🤣🤣❤❤	0
912	Forgot to mention the blue lighting system	0
913	I'm so glad I'm an old fart who never has to go to school again. Woo Hoo!	0
914	At last some actual College Humor.	0
915	Yo this was funny af	0
916	Holy shit, a college joke on college humor. It's been a while.	0
917	The Amazon prime student membership is just gold	0
918	I went to Boston University.  When I would have my spring break, I would pretend to be a Harvard student and go to their classes.  Harvard was fun.  Their lectures were more interesting than ours, which was totally unfair.  I even gave someone else directions one time.  MIT was depressing/suffocating though.  It was a combination of the people and atmosphere.  I only pretended to go there for half a day.	0
919	Is it just me or is Rekha really cute?	0
920	That was an ad	0
921	But for real, why is it that all the science buildings are hideous?	0
922	You forgot to mention that college is a complete waste of time and money for a lot of people.	0
923	Thank you from tour guides everywhere. Go buckeyes	0
924	Wow this collegehumor video is actually pretty good. And it's even about college	0
925	Was that UCLA? It looks super-familier...	0
926	Holy shit... is it a collegehumor video about... college???	0
927	Hey, it's actual college-based humor!	0
928	Seems like College Season is starting. Anyway...dropout rate is so high.	0
929	well this is so true i have cancer now	0
930	This is so true 😂	0
931	They should make a more violent version of this video where the statue is a random black guy	0
932	Yeah... \nEveryone, please watch my tiny nature videos. There is no talking in them. Shhh!	0
933	I was soooo that Dad when I took my daughter to my old university.  Lolz!!!	0
934	Oh shit an actual college humor video!	0
935	Don't forget paying hundreds of dollars for a parking permit and not being able to find parking 🤦🏽‍♀️	0
936	The Indian girl is hot.	0
937	Lmao I just went on a college tour the other day this was pretty spot on especially the walking backwards jokes and the students passing by going WOOOOO or THIS PLACE IS GREAT COME HERE	0
938	this is so true on so many levels that it kinda hurts	0
939	The Asian dad was classic lolol	0
940	This video is sooo racist why is the black guy the only one that needs attention that is a stupid stereo type support your local antifa	0
941	I love idolizing football or basketball teams, and would gladly sell my soul in support.  Would I make it at a University like this?	0
942	I...Don't think I could go to college.\nIt would not end well.	0
943	At they're being honest here	0
944	when you tour a school founded by Oliver Cromwell :O	0
945	I heard Evergreen offers the best Gender Studies and Liberal Arts programs for today's youth.	0
946	We would like to teach you some of our schools special traditions *sweet Caroline begins to play*	0
947	After so long finally an honest video the gods have answered my prayers	0
948	katie's hair is amazing	0
949	Why does this kind of remind me of honest movie trailers?	0
950	C O L L E G E U N I V E R S I T Y	0
951	Can you guys do Honest day at school? Please like this so they can see	0
952	Well damn. So its basically when you get introduced to the career center	0
953	WHY DID YOU MAKE FURRY FORCE?! SO NASTY!!!	0
954	It's a liberal arts school Sweetie , get your ass in the car !	0
955	College humour makes a video about college!	0
956	Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart	0
957	Honest college tour on your right you'll see the place where everyone submits there fake rape accusations slips and and the left you'll see see a bunch of fat disgusting useless borderline retarded sjw's oh god run I'm a straight white male that just looked at them I can already hear them typing typing im a neo nazi fascist+rapist looks straight ahead and now you can see Antica members destroying trash cans because they wasted there time in gender studies now leave me with your children so I can destroy there minds with ridiculous thoughts and then basically tell the white ones to become slaves I would say something about straight people but I'm too afraid that even men...... oh shit yep I just got stabbed and beaten with a bike lock \n\nThank you for reading the proper script for this skit	0
958	I'm applying this year, this hits close.	0
959	A college humor sketch revolving around college and containing some form of humor, it's a belated Labor Day miracle.	0
960	So...Cracked basically did the same thing recently JS	0
961	It's been a long time CollegeHumor did a video with college humor in it.	0
962	THIS IS SO ACCURATE	0
963	Get out of my head!!!!	0
964	its ironically sad how these humor videos do a better job at reaffirming my dislike of literally everything, than they do in making me actually laugh :-	0
965	Constantly pointing out your jokes isn't funny😞	0
966	The accuracy hurts	0
967	This is terrifyingly accurate	0
968	Why is this trending	0
969	Is this... UCLA?	0
970	College University	0
971	So. Fucking. True.	0
972	Omg this is fucking hilarious.	0
973	so funny, so true	0
974	That's UCLA lol	0
